ID,flags,home,work,visiting,health,agegroup,education,wellbeing,gender,subculture,happiness,family,class,name,taxRate
0,Created- Criminal- Unemployed,44172,0,0,ExcellentHealth,Adult,Uneducated,80,Male,Generic,Suberb,212,Low Residential - Level1 (ItemClass),,9
0,1081345,14198,0,35234,VeryHealthy,Child,Uneducated,81,Male,Generic,Suberb,199,Low Residential - Level1 (ItemClass),,9
0,Created- Criminal- Arrested- Location- Unemployed,14938,0,37196,ExcellentHealth,Adult,Uneducated,39,Male,Generic,Excellent,166,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Unemployed,15504,0,0,ExcellentHealth,Adult,Uneducated,43,Male,Generic,Excellent,31,Low Residential - Level1 (ItemClass),,9
0,Created- Original,43773,0,0,ExcellentHealth,Child,Uneducated,52,Male,Generic,Excellent,14,Low Residential - Level1 (ItemClass),,9
0,Created- Original,9205,0,0,ExcellentHealth,Teen,Uneducated,60,Male,Generic,Suberb,205,Low Residential - Level1 (ItemClass),,9
0,Created- Original,42659,0,0,ExcellentHealth,Teen,Uneducated,78,Male,Generic,Suberb,76,Low Residential - Level1 (ItemClass),,9
0,Created,38492,10146,0,VeryHealthy,Adult,Uneducated,67,Male,Generic,Suberb,197,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,22377,0,0,ExcellentHealth,Adult,Uneducated,28,Male,Generic,Excellent,179,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,12618,0,0,ExcellentHealth,Young,Uneducated,44,Male,Generic,Excellent,233,Low Residential - Level1 (ItemClass),,9
0,Created,34317,35234,0,ExcellentHealth,Adult,Uneducated,45,Male,Generic,Excellent,203,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,35790,0,0,PoorHealth,Adult,Uneducated,26,Male,Generic,Good,152,Low Residential - Level1 (ItemClass),,9
0,Created,23647,28554,0,ExcellentHealth,Adult,Uneducated,77,Male,Generic,Suberb,240,Low Residential - Level1 (ItemClass),,9
0,Created- Original,12329,0,0,ExcellentHealth,Teen,Uneducated,44,Male,Generic,Excellent,22,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Original,5824,0,0,ExcellentHealth,Teen,Uneducated,59,Male,Generic,Suberb,19,Low Residential - Level1 (ItemClass),,9
0,Created- Original,1499,0,0,ExcellentHealth,Child,Uneducated,53,Male,Generic,Excellent,116,Low Residential - Level1 (ItemClass),,9
0,1081345,45735,0,35234,ExcellentHealth,Teen,Uneducated,59,Male,Generic,Suberb,6,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,11158,0,0,ExcellentHealth,Adult,Uneducated,28,Male,Generic,Excellent,111,Low Residential - Level1 (ItemClass),,9
0,12632065,43709,0,0,ExcellentHealth,Young,Uneducated,75,Male,Generic,Suberb,212,Low Residential - Level1 (ItemClass),,9
0,Created- Original,38135,0,0,VeryHealthy,Child,Uneducated,29,Male,Generic,Excellent,8,Low Residential - Level1 (ItemClass),,9
0,Created- Original,8269,0,0,VeryHealthy,Child,Uneducated,52,Male,Generic,Excellent,249,Low Residential - Level1 (ItemClass),,9
0,Created- Original,14017,0,0,ExcellentHealth,Teen,Uneducated,73,Male,Generic,Suberb,136,Low Residential - Level1 (ItemClass),,9
0,Created,37958,32775,0,ExcellentHealth,Adult,Uneducated,97,Male,Generic,Suberb,215,Low Residential - Level1 (ItemClass),,9
0,Created- Original,5633,0,0,ExcellentHealth,Teen,Uneducated,75,Male,Generic,Suberb,48,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Unemployed,2264,0,0,ExcellentHealth,Adult,Uneducated,79,Male,Generic,Suberb,139,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,45128,0,0,ExcellentHealth,Adult,Uneducated,28,Male,Generic,Excellent,147,Low Residential - Level1 (ItemClass),,9
0,Created- Original,22687,0,0,VeryHealthy,Child,Uneducated,57,Male,Generic,Excellent,87,Low Residential - Level1 (ItemClass),,9
26476,Created- Location,43709,0,0,ExcellentHealth,Adult,Uneducated,91,Female,Generic,Suberb,56,Low Residential - Level1 (ItemClass),Annabel Morgan,9
0,Created- NeedGoods,25298,23415,0,ExcellentHealth,Young,Uneducated,42,Male,Generic,Excellent,84,Low Residential - Level1 (ItemClass),,9
0,17842181,38492,0,32197,VerySick,Young,Uneducated,24,Male,Generic,Bad,139,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods,39145,0,0,VeryHealthy,Adult,Uneducated,93,Male,Generic,Suberb,226,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Unemployed,42659,0,0,VeryHealthy,Adult,Uneducated,85,Male,Generic,Suberb,14,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Original,39471,0,0,ExcellentHealth,Teen,Uneducated,62,Male,Generic,Suberb,226,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Original,44172,0,0,ExcellentHealth,Teen,Uneducated,65,Male,Generic,Suberb,158,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Unemployed,11659,0,0,VeryHealthy,Adult,Uneducated,88,Male,Generic,Suberb,150,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Unemployed,19975,0,0,VeryHealthy,Adult,Uneducated,46,Male,Generic,Excellent,64,Low Residential - Level1 (ItemClass),,9
0,Created- Original,34317,0,0,ExcellentHealth,Teen,Uneducated,42,Male,Generic,Excellent,203,Low Residential - Level1 (ItemClass),,9
0,Created- Original,13044,0,0,ExcellentHealth,Teen,Uneducated,82,Male,Generic,Suberb,86,Low Residential - Level1 (ItemClass),,9
0,Created- Original,29485,0,0,ExcellentHealth,Teen,Uneducated,60,Male,Generic,Suberb,83,Low Residential - Level1 (ItemClass),,9
0,15745025,13023,0,6894,VeryHealthy,Adult,Uneducated,80,Male,Generic,Suberb,21,Low Residential - Level1 (ItemClass),,9
0,1081345,14198,0,5696,ExcellentHealth,Teen,Uneducated,90,Male,Generic,Suberb,156,Low Residential - Level1 (ItemClass),,9
0,Created,19178,47214,0,VeryHealthy,Adult,Uneducated,95,Male,Generic,Suberb,66,Low Residential - Level1 (ItemClass),,9
0,Created- Original,32306,0,0,ExcellentHealth,Teen,Uneducated,68,Male,Generic,Suberb,148,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Original,38135,0,0,PoorHealth,Child,Uneducated,50,Male,Generic,Excellent,50,Low Residential - Level1 (ItemClass),,9
0,Created,12618,0,0,ExcellentHealth,Teen,Uneducated,47,Male,Generic,Excellent,148,Low Residential - Level1 (ItemClass),,9
0,Created- Original,40853,0,0,ExcellentHealth,Teen,Uneducated,52,Male,Generic,Excellent,157,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Unemployed,36120,0,0,ExcellentHealth,Adult,Uneducated,36,Male,Generic,Excellent,46,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,45128,0,0,ExcellentHealth,Adult,Uneducated,28,Male,Generic,Excellent,103,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,37958,0,0,ExcellentHealth,Adult,Uneducated,87,Male,Generic,Suberb,60,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,25106,0,0,ExcellentHealth,Young,Uneducated,70,Male,Generic,Suberb,134,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Original,40287,0,0,ExcellentHealth,Teen,Uneducated,34,Male,Generic,Excellent,203,Low Residential - Level1 (ItemClass),,9
0,Created- Original,25044,0,0,VeryHealthy,Child,Uneducated,27,Male,Generic,Excellent,98,Low Residential - Level1 (ItemClass),,9
0,Created- Original,14017,0,0,VeryHealthy,Child,Uneducated,64,Male,Generic,Excellent,199,Low Residential - Level1 (ItemClass),,9
0,657409,48228,45862,0,ExcellentHealth,Adult,OneSchool,100,Male,Generic,Suberb,144,Low Residential - Level1 (ItemClass),,9
0,540673,14938,16855,0,ExcellentHealth,Adult,Uneducated,49,Male,Generic,Excellent,164,Low Residential - Level1 (ItemClass),,9
0,1097729,41775,0,35234,ExcellentHealth,Teen,Uneducated,63,Male,Generic,Suberb,90,Low Residential - Level1 (ItemClass),,9
0,Created- Original,25106,0,0,VeryHealthy,Child,Uneducated,63,Male,Generic,Suberb,53,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Original,15504,0,0,ExcellentHealth,Teen,Uneducated,46,Male,Generic,Excellent,198,Low Residential - Level1 (ItemClass),,9
0,Created- Original,45128,0,0,ExcellentHealth,Teen,Uneducated,34,Male,Generic,Excellent,147,Low Residential - Level1 (ItemClass),,9
0,15745025,2852,0,35234,ExcellentHealth,Adult,Uneducated,28,Male,Generic,Excellent,98,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,39145,0,0,VeryHealthy,Adult,Uneducated,83,Male,Generic,Suberb,153,Low Residential - Level1 (ItemClass),,9
0,15728641,25905,0,35234,ExcellentHealth,Adult,Uneducated,52,Male,Generic,Excellent,84,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,44172,0,0,ExcellentHealth,Young,Uneducated,68,Male,Generic,Suberb,184,Low Residential - Level1 (ItemClass),,9
0,524289,45292,38136,0,VeryHealthy,Adult,Uneducated,49,Male,Generic,Excellent,32,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Unemployed,45128,0,0,ExcellentHealth,Adult,Uneducated,28,Male,Generic,Excellent,208,Low Residential - Level1 (ItemClass),,9
0,Created- Original,13313,0,0,Healthy,Teen,Uneducated,42,Male,Generic,Excellent,164,Low Residential - Level1 (ItemClass),,9
0,Created- Original,36120,0,0,ExcellentHealth,Teen,Uneducated,44,Male,Generic,Excellent,155,Low Residential - Level1 (ItemClass),,9
54134,Created- Location,31117,15285,0,ExcellentHealth,Adult,Uneducated,89,Male,Generic,Suberb,132,Low Residential - Level1 (ItemClass),William Adams,9
0,51412997,25106,0,32197,VerySick,Teen,Uneducated,20,Male,Generic,Bad,154,Low Residential - Level1 (ItemClass),,9
0,Created- Original,29485,0,0,VeryHealthy,Child,Uneducated,54,Male,Generic,Excellent,59,Low Residential - Level1 (ItemClass),,9
0,Created- Original,14237,0,0,ExcellentHealth,Teen,Uneducated,34,Male,Generic,Excellent,68,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,44171,0,0,ExcellentHealth,Adult,Uneducated,60,Male,Generic,Suberb,183,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,1499,0,0,ExcellentHealth,Adult,Uneducated,39,Male,Generic,Excellent,117,Low Residential - Level1 (ItemClass),,9
0,Created,25298,0,0,ExcellentHealth,Teen,Uneducated,41,Male,Generic,Excellent,25,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Original,13044,0,0,ExcellentHealth,Teen,Uneducated,82,Male,Generic,Suberb,15,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Original,2146,0,0,ExcellentHealth,Child,Uneducated,56,Male,Generic,Excellent,92,Low Residential - Level1 (ItemClass),,9
0,Created- Original,34317,0,0,ExcellentHealth,Child,Uneducated,45,Male,Generic,Excellent,203,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Unemployed,12618,0,0,ExcellentHealth,Adult,Uneducated,43,Male,Generic,Excellent,148,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Unemployed,15672,0,0,ExcellentHealth,Adult,Uneducated,74,Male,Generic,Suberb,140,Low Residential - Level1 (ItemClass),,9
0,Created- Original,19975,0,0,ExcellentHealth,Teen,Uneducated,61,Male,Generic,Suberb,239,Low Residential - Level1 (ItemClass),,9
0,6324225,2146,0,0,ExcellentHealth,Young,Uneducated,49,Male,Generic,Excellent,156,Low Residential - Level1 (ItemClass),,9
0,66060293,41201,0,28554,VerySick,Adult,Uneducated,25,Male,Generic,Bad,175,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Original- Unemployed,12329,0,0,ExcellentHealth,Young,Uneducated,41,Male,Generic,Excellent,85,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,38135,0,0,ExcellentHealth,Adult,Uneducated,28,Male,Generic,Excellent,36,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Unemployed,4820,0,0,ExcellentHealth,Adult,Uneducated,93,Male,Generic,Suberb,250,Low Residential - Level1 (ItemClass),,9
0,15728641,4820,0,23381,ExcellentHealth,Adult,Uneducated,93,Male,Generic,Suberb,34,Low Residential - Level1 (ItemClass),,9
0,Created- Original,14166,0,0,ExcellentHealth,Teen,Uneducated,86,Male,Generic,Suberb,42,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,1992,0,0,ExcellentHealth,Adult,Uneducated,74,Male,Generic,Suberb,213,Low Residential - Level1 (ItemClass),,9
0,Created,39145,0,0,VeryHealthy,Senior,Uneducated,66,Male,Generic,Excellent,171,Low Residential - Level1 (ItemClass),,9
0,Created- Original,14237,0,0,VeryHealthy,Child,Uneducated,27,Male,Generic,Excellent,22,Low Residential - Level1 (ItemClass),,9
0,63963141,25106,0,32197,VerySick,Adult,Uneducated,25,Male,Generic,Bad,233,Low Residential - Level1 (ItemClass),,9
0,10518529,12204,0,0,ExcellentHealth,Young,Uneducated,48,Male,Generic,Excellent,53,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,4820,0,0,ExcellentHealth,Adult,Uneducated,93,Male,Generic,Suberb,86,Low Residential - Level1 (ItemClass),,9
0,51412997,23553,0,32197,VerySick,Teen,Uneducated,0,Male,Generic,Bad,134,Low Residential - Level1 (ItemClass),,9
0,Created- Original,40287,0,0,ExcellentHealth,Teen,Uneducated,34,Male,Generic,Excellent,107,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,38135,0,0,ExcellentHealth,Adult,Uneducated,28,Male,Generic,Excellent,208,Low Residential - Level1 (ItemClass),,9
0,1081729,36211,0,45823,ExcellentHealth,Teen,Uneducated,59,Male,Generic,Suberb,65,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,31117,0,0,ExcellentHealth,Adult,Uneducated,79,Male,Generic,Suberb,11,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,15672,0,0,ExcellentHealth,Adult,Uneducated,74,Male,Generic,Suberb,85,Low Residential - Level1 (ItemClass),,9
