ID,flags,home,work,visiting,health,agegroup,education,wellbeing,gender,subculture,happiness,family,class,name,taxRate
0,Created- Criminal- Unemployed,44172,0,0,ExcellentHealth,Adult,Uneducated,81,Male,Generic,Suberb,212,Low Residential - Level1 (ItemClass),,9
0,Created- Original,14198,0,0,ExcellentHealth,Teen,Uneducated,90,Male,Generic,Suberb,199,Low Residential - Level1 (ItemClass),,9
0,15729025,14938,0,45823,ExcellentHealth,Adult,Uneducated,39,Male,Generic,Excellent,166,Low Residential - Level1 (ItemClass),,9
0,15728641,15504,0,35234,ExcellentHealth,Adult,Uneducated,43,Male,Generic,Excellent,31,Low Residential - Level1 (ItemClass),,9
0,Created- Original,43773,0,0,ExcellentHealth,Child,Uneducated,53,Male,Generic,Excellent,14,Low Residential - Level1 (ItemClass),,9
0,Created- Original,9205,0,0,ExcellentHealth,Teen,Uneducated,60,Male,Generic,Suberb,205,Low Residential - Level1 (ItemClass),,9
0,Created- Original,42659,0,0,ExcellentHealth,Teen,Uneducated,78,Male,Generic,Suberb,76,Low Residential - Level1 (ItemClass),,9
0,Created- Original,15672,0,0,VeryHealthy,Child,Uneducated,59,Male,Generic,Excellent,140,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods,38492,10146,0,VeryHealthy,Adult,Uneducated,67,Male,Generic,Suberb,197,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,22377,0,0,ExcellentHealth,Adult,Uneducated,28,Male,Generic,Excellent,179,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,12618,0,0,ExcellentHealth,Young,Uneducated,45,Male,Generic,Excellent,233,Low Residential - Level1 (ItemClass),,9
11594,Created- Location,34317,35234,0,ExcellentHealth,Adult,Uneducated,45,Female,Generic,Excellent,203,Low Residential - Level1 (ItemClass),Scarlett Smith,9
30157,524289,23647,28554,0,ExcellentHealth,Adult,Uneducated,77,Male,Generic,Suberb,240,Low Residential - Level1 (ItemClass),Stephen Peters,9
