ID,flags,home,work,visiting,health,agegroup,education,wellbeing,gender,subculture,happiness,family,class,name,taxRate
0,Created- Criminal- NeedGoods- Unemployed,44172,0,0,VeryHealthy,Adult,Uneducated,77,Male,Generic,Suberb,212,Low Residential - Level1 (ItemClass),,9
0,Created- Original,14198,0,0,VeryHealthy,Child,Uneducated,81,Male,Generic,Suberb,199,Low Residential - Level1 (ItemClass),,9
0,Created- Criminal- Unemployed,14938,0,0,ExcellentHealth,Adult,Uneducated,40,Male,Generic,Excellent,166,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Unemployed,15504,0,0,ExcellentHealth,Adult,Uneducated,44,Male,Generic,Excellent,31,Low Residential - Level1 (ItemClass),,9
0,Created- Original,9205,0,0,ExcellentHealth,Teen,Uneducated,60,Male,Generic,Suberb,205,Low Residential - Level1 (ItemClass),,9
0,Created- Original,42659,0,0,ExcellentHealth,Teen,Uneducated,78,Male,Generic,Suberb,76,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,38492,10146,0,VeryHealthy,Adult,Uneducated,58,Male,Generic,Excellent,197,Low Residential - Level1 (ItemClass),,9
51448,5767169,22377,0,0,VeryHealthy,Adult,Uneducated,32,Male,Generic,Excellent,179,Low Residential - Level1 (ItemClass),Aspen Alexander,9
0,Created- Unemployed,12618,0,0,ExcellentHealth,Young,Uneducated,45,Male,Generic,Excellent,233,Low Residential - Level1 (ItemClass),,9
0,Created,34317,35234,0,ExcellentHealth,Adult,Uneducated,45,Male,Generic,Excellent,203,Low Residential - Level1 (ItemClass),,9
37081,58196097,41201,0,0,VerySick,Adult,Uneducated,32,Female,Generic,Poor,182,Low Residential - Level1 (ItemClass),Mary Peters,9
0,12582913,35790,0,0,PoorHealth,Adult,Uneducated,29,Male,Generic,Good,152,Low Residential - Level1 (ItemClass),,9
0,Created,23647,28554,0,ExcellentHealth,Adult,Uneducated,77,Male,Generic,Suberb,240,Low Residential - Level1 (ItemClass),,9
13083,Created- NeedGoods- Location- BadHealth,17494,0,0,VerySick,Teen,Uneducated,11,Male,Generic,Bad,22,Low Residential - Level1 (ItemClass),William Roberts,9
0,1081345,12329,0,19064,ExcellentHealth,Teen,Uneducated,45,Male,Generic,Excellent,22,Low Residential - Level1 (ItemClass),,9
0,Created- Original,5824,0,0,ExcellentHealth,Teen,Uneducated,59,Male,Generic,Suberb,19,Low Residential - Level1 (ItemClass),,9
0,Created- Original,1499,0,0,VeryHealthy,Child,Uneducated,48,Male,Generic,Excellent,116,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Original,45735,0,0,VeryHealthy,Child,Uneducated,53,Male,Generic,Excellent,6,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,11158,0,0,ExcellentHealth,Adult,Uneducated,28,Male,Generic,Excellent,111,Low Residential - Level1 (ItemClass),,9
0,Created- Original,20027,0,0,ExcellentHealth,Teen,Uneducated,50,Male,Generic,Suberb,212,Low Residential - Level1 (ItemClass),,9
0,Created- Original,38135,0,0,VeryHealthy,Child,Uneducated,29,Male,Generic,Excellent,8,Low Residential - Level1 (ItemClass),,9
0,Created- Original,8269,0,0,ExcellentHealth,Child,Uneducated,57,Male,Generic,Suberb,249,Low Residential - Level1 (ItemClass),,9
0,Created- Original,14017,0,0,VeryHealthy,Child,Uneducated,64,Male,Generic,Excellent,136,Low Residential - Level1 (ItemClass),,9
0,524289,37958,32775,0,VeryHealthy,Adult,Uneducated,93,Male,Generic,Suberb,215,Low Residential - Level1 (ItemClass),,9
0,Created- Original,5633,0,0,ExcellentHealth,Teen,Uneducated,75,Male,Generic,Suberb,48,Low Residential - Level1 (ItemClass),,9
0,Created- NeedGoods- Unemployed,2264,0,0,ExcellentHealth,Adult,Uneducated,81,Male,Generic,Suberb,139,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,45128,0,0,ExcellentHealth,Adult,Uneducated,29,Male,Generic,Excellent,147,Low Residential - Level1 (ItemClass),,9
0,Created- Original,22687,0,0,VeryHealthy,Child,Uneducated,57,Male,Generic,Excellent,87,Low Residential - Level1 (ItemClass),,9
