ID,flags,home,work,visiting,health,agegroup,education,wellbeing,gender,subculture,happiness,family,class,name,taxRate
0,15728769,44172,0,35234,ExcellentHealth,Adult,Uneducated,80,Male,Generic,Suberb,212,Low Residential - Level1 (ItemClass),,9
0,Created- Original,34317,0,0,VeryHealthy,Child,Uneducated,41,Male,Generic,Excellent,146,Low Residential - Level1 (ItemClass),,9
0,Created- Original,14198,0,0,ExcellentHealth,Teen,Uneducated,90,Male,Generic,Suberb,199,Low Residential - Level1 (ItemClass),,9
0,15729025,14938,0,45823,ExcellentHealth,Adult,Uneducated,39,Male,Generic,Excellent,166,Low Residential - Level1 (ItemClass),,9
0,15728641,15504,0,35234,ExcellentHealth,Adult,Uneducated,43,Male,Generic,Excellent,31,Low Residential - Level1 (ItemClass),,9
0,Created- Original,43773,0,0,ExcellentHealth,Teen,Uneducated,46,Male,Generic,Excellent,14,Low Residential - Level1 (ItemClass),,9
0,6324225,9205,0,0,ExcellentHealth,Young,Uneducated,60,Male,Generic,Suberb,205,Low Residential - Level1 (ItemClass),,9
0,Created- Original,4292,0,0,VeryHealthy,Child,Uneducated,60,Male,Generic,Excellent,127,Low Residential - Level1 (ItemClass),,9
0,Created- Original,42659,0,0,ExcellentHealth,Teen,Uneducated,78,Male,Generic,Suberb,76,Low Residential - Level1 (ItemClass),,9
0,Created- Original,15672,0,0,ExcellentHealth,Child,Uneducated,64,Male,Generic,Suberb,140,Low Residential - Level1 (ItemClass),,9
19582,Created,38492,10146,0,VeryHealthy,Adult,Uneducated,67,Female,Generic,Suberb,197,Low Residential - Level1 (ItemClass),Amanda Blackwell,9
0,Created- Unemployed,22377,0,0,ExcellentHealth,Adult,Uneducated,28,Male,Generic,Excellent,179,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,12618,0,0,ExcellentHealth,Young,Uneducated,44,Male,Generic,Excellent,233,Low Residential - Level1 (ItemClass),,9
0,Created,34317,0,0,VeryHealthy,Senior,Uneducated,33,Male,Generic,Excellent,203,Low Residential - Level1 (ItemClass),,9
0,524289,23647,28554,0,ExcellentHealth,Adult,Uneducated,77,Male,Generic,Suberb,240,Low Residential - Level1 (ItemClass),,9
0,Created- Original,13023,0,0,VeryHealthy,Child,Uneducated,68,Male,Generic,Suberb,154,Low Residential - Level1 (ItemClass),,9
0,29392897,38382,0,0,VerySick,Young,Uneducated,10,Male,Generic,Bad,22,Low Residential - Level1 (ItemClass),,9
0,66093061,34355,0,28554,VerySick,Young,Uneducated,14,Male,Generic,Bad,19,Low Residential - Level1 (ItemClass),,9
0,Created- Original,1499,0,0,ExcellentHealth,Teen,Uneducated,46,Male,Generic,Excellent,116,Low Residential - Level1 (ItemClass),,9
0,Created- Original,45735,0,0,ExcellentHealth,Teen,Uneducated,59,Male,Generic,Suberb,6,Low Residential - Level1 (ItemClass),,9
0,Created- Unemployed,11158,0,0,ExcellentHealth,Adult,Uneducated,28,Male,Generic,Excellent,111,Low Residential - Level1 (ItemClass),,9
0,Created- Original- Unemployed,9939,0,0,ExcellentHealth,Young,Uneducated,78,Male,Generic,Suberb,42,Low Residential - Level1 (ItemClass),,9
0,Created- Original,38135,0,0,ExcellentHealth,Teen,Uneducated,35,Male,Generic,Excellent,8,Low Residential - Level1 (ItemClass),,9
0,Created- Original,8269,0,0,ExcellentHealth,Teen,Uneducated,50,Male,Generic,Suberb,249,Low Residential - Level1 (ItemClass),,9
0,Created- Original,14017,0,0,ExcellentHealth,Teen,Uneducated,73,Male,Generic,Suberb,136,Low Residential - Level1 (ItemClass),,9
15257,Created- Location,37958,32775,0,ExcellentHealth,Adult,Uneducated,97,Female,Generic,Suberb,215,Low Residential - Level1 (ItemClass),Sabrina Mason,9
